,Married,Age group,Education,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue
191,0.0,0.0,1.0,11503.0,1762.0,0.0,0.0,3.0,11186.0,614.0,0.0,0.0
192,0.0,0.0,1.0,1591.0,255.0,0.0,0.0,5.0,1375.0,141.0,1.0,11.0
193,0.0,0.0,1.0,1471.0,606.0,0.0,5.0,0.0,1035.0,165.0,1.0,3.0
194,0.0,0.0,1.0,25565.0,39322.0,3.0,2.0,1.0,1975.0,10467.0,0.0,0.0
195,0.0,0.0,1.0,1406.0,137.0,0.0,0.0,6.0,1262.0,74.0,1.0,7.0
196,0.0,0.0,1.0,5736.0,515.0,0.0,0.0,6.0,5364.0,204.0,1.0,11.0
197,0.0,0.0,1.0,2084.0,188.0,0.0,0.0,2.0,2003.0,124.0,0.0,0.0
198,0.0,0.0,1.0,378.0,71.0,0.0,6.0,0.0,308.0,41.0,1.0,5.0
199,0.0,0.0,1.0,2003.0,640.0,0.0,2.0,3.0,1596.0,185.0,0.0,0.0
200,0.0,0.0,2.0,3548.0,288.0,0.0,0.0,0.0,3353.0,186.0,0.0,0.0
201,0.0,0.0,2.0,462.0,534.0,3.0,6.0,0.0,180.0,189.0,0.0,0.0
202,0.0,0.0,2.0,1193.0,121.0,0.0,0.0,6.0,1109.0,61.0,1.0,3.0
203,0.0,0.0,2.0,525.0,94.0,0.0,6.0,0.0,456.0,60.0,0.0,0.0
204,0.0,0.0,2.0,6186.0,681.0,0.0,0.0,2.0,5911.0,392.0,0.0,0.0
205,0.0,0.0,2.0,355.0,365.0,2.0,6.0,0.0,112.0,89.0,1.0,2.0
206,0.0,0.0,2.0,2685.0,2160.0,2.0,3.0,0.0,1127.0,520.0,0.0,0.0
207,0.0,0.0,2.0,1331.0,146.0,0.0,0.0,0.0,1168.0,89.0,1.0,7.0
208,0.0,0.0,2.0,2134.0,246.0,0.0,0.0,3.0,2007.0,99.0,1.0,3.0
209,0.0,0.0,2.0,2246.0,191.0,0.0,0.0,4.0,2145.0,123.0,0.0,0.0
210,0.0,0.0,2.0,2716.0,2201.0,1.0,1.0,0.0,1532.0,1007.0,0.0,0.0
211,0.0,0.0,2.0,177.0,36.0,0.0,6.0,0.0,145.0,19.0,1.0,1.0
212,0.0,0.0,2.0,1671.0,149.0,0.0,0.0,6.0,1574.0,89.0,0.0,0.0
213,0.0,0.0,2.0,2020.0,231.0,0.0,3.0,0.0,1911.0,149.0,0.0,0.0
214,0.0,0.0,2.0,385.0,341.0,1.0,6.0,0.0,239.0,110.0,0.0,0.0
215,0.0,0.0,2.0,1531.0,137.0,0.0,0.0,6.0,1415.0,62.0,1.0,13.0
216,0.0,0.0,2.0,1816.0,1722.0,2.0,4.0,0.0,318.0,756.0,2.0,5.0
217,0.0,0.0,2.0,2152.0,203.0,0.0,4.0,2.0,2049.0,143.0,0.0,0.0
218,0.0,0.0,2.0,417.0,435.0,2.0,6.0,0.0,208.0,160.0,0.0,0.0
219,0.0,0.0,2.0,188.0,171.0,1.0,6.0,0.0,80.0,47.0,1.0,2.0
220,0.0,0.0,2.0,351.0,79.0,0.0,6.0,0.0,292.0,23.0,1.0,12.0
221,0.0,0.0,2.0,1692.0,1554.0,1.0,2.0,0.0,612.0,299.0,1.0,3.0
222,0.0,0.0,2.0,497.0,677.0,4.0,6.0,0.0,148.0,205.0,0.0,0.0
223,0.0,0.0,2.0,9402.0,1517.0,0.0,3.0,3.0,9196.0,368.0,0.0,0.0
224,0.0,0.0,2.0,2232.0,271.0,0.0,0.0,6.0,2025.0,109.0,2.0,6.0
225,0.0,0.0,2.0,1899.0,224.0,0.0,0.0,2.0,1710.0,84.0,2.0,6.0
226,0.0,0.0,2.0,1915.0,269.0,0.0,3.0,3.0,1725.0,116.0,1.0,4.0
227,0.0,0.0,2.0,5777.0,751.0,0.0,0.0,3.0,5534.0,352.0,0.0,0.0
228,0.0,0.0,2.0,1317.0,129.0,0.0,0.0,0.0,1193.0,82.0,0.0,0.0
229,0.0,0.0,2.0,475.0,503.0,3.0,6.0,0.0,85.0,130.0,1.0,2.0
230,0.0,0.0,2.0,1911.0,1350.0,1.0,5.0,0.0,1000.0,330.0,0.0,0.0
231,0.0,0.0,2.0,60.0,1.0,0.0,6.0,0.0,60.0,1.0,1.0,27.0
232,0.0,0.0,2.0,9019.0,986.0,0.0,0.0,0.0,8175.0,476.0,1.0,4.0
233,0.0,0.0,2.0,14722.0,2600.0,0.0,0.0,6.0,13817.0,848.0,1.0,5.0
234,0.0,0.0,2.0,1101.0,138.0,0.0,0.0,0.0,961.0,70.0,1.0,3.0
235,0.0,0.0,2.0,9113.0,3438.0,1.0,2.0,0.0,8520.0,524.0,0.0,0.0
236,0.0,0.0,2.0,13694.0,1744.0,0.0,0.0,6.0,12990.0,630.0,0.0,0.0
237,0.0,0.0,2.0,1412.0,174.0,0.0,0.0,0.0,1233.0,67.0,2.0,6.0
238,0.0,0.0,2.0,2035.0,240.0,0.0,0.0,3.0,1862.0,80.0,1.0,11.0
239,0.0,0.0,2.0,1508.0,152.0,0.0,0.0,0.0,1350.0,67.0,1.0,12.0
240,0.0,0.0,2.0,7569.0,902.0,0.0,0.0,4.0,7349.0,400.0,0.0,0.0
241,0.0,0.0,2.0,416.0,144.0,1.0,6.0,0.0,315.0,52.0,2.0,5.0
242,0.0,0.0,2.0,2284.0,1827.0,2.0,4.0,0.0,1024.0,462.0,0.0,0.0
243,0.0,0.0,2.0,1929.0,221.0,0.0,0.0,1.0,1750.0,100.0,0.0,0.0
244,0.0,0.0,2.0,2082.0,332.0,0.0,1.0,0.0,1877.0,147.0,0.0,0.0
245,0.0,0.0,2.0,1743.0,264.0,0.0,0.0,3.0,1568.0,72.0,2.0,6.0
246,0.0,0.0,2.0,2048.0,239.0,0.0,0.0,4.0,1931.0,107.0,1.0,3.0
247,0.0,0.0,2.0,8875.0,1275.0,1.0,4.0,1.0,8767.0,358.0,0.0,0.0
248,0.0,0.0,2.0,1592.0,298.0,0.0,0.0,5.0,1396.0,131.0,0.0,0.0
249,0.0,0.0,2.0,2128.0,252.0,0.0,0.0,4.0,1960.0,92.0,1.0,9.0
250,0.0,0.0,2.0,2117.0,260.0,0.0,2.0,0.0,1946.0,144.0,0.0,0.0
251,0.0,0.0,2.0,1888.0,1480.0,2.0,4.0,0.0,545.0,362.0,1.0,2.0
252,0.0,0.0,2.0,2721.0,2531.0,3.0,4.0,0.0,963.0,577.0,0.0,0.0
253,0.0,0.0,2.0,228.0,301.0,2.0,6.0,0.0,58.0,67.0,2.0,4.0
254,0.0,0.0,2.0,1570.0,505.0,0.0,3.0,0.0,1178.0,127.0,1.0,4.0
255,0.0,0.0,2.0,135.0,209.0,5.0,6.0,0.0,23.0,23.0,1.0,1.0
256,0.0,0.0,2.0,1923.0,132.0,0.0,3.0,2.0,1838.0,102.0,0.0,0.0
257,0.0,0.0,2.0,1570.0,141.0,0.0,5.0,0.0,1474.0,79.0,0.0,0.0
258,0.0,0.0,2.0,2078.0,1479.0,2.0,2.0,3.0,967.0,495.0,1.0,3.0
259,0.0,0.0,2.0,1823.0,217.0,0.0,4.0,0.0,1690.0,137.0,0.0,0.0
260,0.0,0.0,2.0,6512.0,548.0,0.0,0.0,0.0,6277.0,319.0,0.0,0.0
261,0.0,0.0,2.0,1307.0,227.0,0.0,0.0,5.0,1182.0,98.0,1.0,3.0
262,0.0,0.0,2.0,2142.0,1597.0,1.0,4.0,0.0,1271.0,257.0,0.0,0.0
263,0.0,0.0,2.0,2523.0,1960.0,1.0,2.0,0.0,1127.0,243.0,0.0,0.0
